Symbol,Name,Price,Token
HARRMALAYA,"HARRISON MALAYALAM",202,336129
HARSHA,"HARSHA ENGINEERS INT",390,2857473
HATHWAY,"HATHWAY CABLE & DATACOM",13.99,4647425
HATSUN,"HATSUN AGRO PRODUCT",885.2,996353
HAVELLS,"HAVELLS INDIA",1486,2513665
HAVISHA-BE,"SRI HAVISHA HOSP & INFR L",1.99,2154753
HBLENGINE,"HBL ENGINEERING",872.2,3575297
HBSL,"HB STOCKHOLDINGS",87.63,1053697
HCC,"HINDUSTAN CONSTRUCTION CO",27.8,352001
HCG,"HEALTHCARE GLOB. ENT.",686,3982081
HCL-INSYS,"HCL INFOSYSTEMS",15.09,339713
HCLTECH,"HCL TECHNOLOGIES",1484.5,1850625
HDBFS,"HDB FINANCIAL SERVICES L",732.55,193989633
HDFCAMC,"HDFC AMC",5473,1086465
HDFCBANK,"HDFC BANK",975,341249
HDFCBSE500,"HDFCAMC - HDFCBSE500",37.55,3642881
HDFCGOLD,"HDFC GOLD ETF",105.03,5003009
HDFCGROWTH,"HDFCAMC - HDFCGROWTH",123.2,2877697
HDFCLIFE,"HDFC LIFE INS CO",753.7,119553
HDFCLIQUID,"HDFCAMC - HDFCLIQUID",1031.03,4679425
HDFCLOWVOL,"HDFCAMC - HDFCLOWVOL",20.78,2956033
HDFCMID150,"HDFCAMC - HDFCMID150",21.88,3644417
HDFCMOMENT,"HDFCAMC - HDFCMOMENT",31.14,2953729
HDFCNEXT50,"HDFCAMC - HDFCNEXT50",69.54,2718465
HDFCNIF100,"HDFCAMC - HDFCNIF100",26.56,2722049
HDFCNIFBAN,"HDFCAMC - HDFCNIFBAN",57.57,5742849
HDFCNIFIT,"HDFCAMC - HDFCNIFIT",37.3,3097857
HDFCNIFTY,"HDFCAMC - HDFCNIFTY",281.5,2967297
HDFCPSUBK,"HDFCAMC HDFCPSUBK",77.6,5784321
HDFCPVTBAN,"HDFCAMC - HDFCPVTBAN",28.09,3099649
HDFCQUAL,"HDFCAMC - HDFCQUAL",58.37,2881281
HDFCSENSEX,"HDFCAMC - HDFCSENSEX",92.6,2967809
HDFCSILVER,"HDFCAMC - HDFCSILVER",161.5,2784257
HDFCSML250,"HDFCAMC - HDFCSML250",171.7,3643649
HDFCVALUE,"HDFCAMC - HDFCVALUE",134.39,2882561
HDIL-BZ,"HOUSING DEV & INFRA",2.91,4587521
HEADSUP,"HEADS UP VENTURES",10.6,4916481
HEALTHADD,"DSPAMC - HEALTHADD",147.28,5783553
HEALTHIETF,"ICICIPRAMC - ICICIPHARM",149.8,928257
HEALTHY,"BIRLASLAMC - HEALTHY",14.96,1612033
HECPROJECT,"HEC INFRA PROJECTS",130.11,1900801
HEG,"HEG",530,342017
HEIDELBERG,"HEIDELBERGCEMENT (I)",201,592897
HEMIPROP,"HEMISPHERE PROP IND",146.5,179457
HERANBA,"HERANBA INDUSTRIES",297.25,669185
HERCULES,"HERCULES HOI.",212.01,3913729
HERITGFOOD,"HERITAGE FOODS",483.35,1177089
HEROMOTOCO,"HERO MOTOCORP",5509,345089
HESTERBIO,"HESTER BIOSCIENCES",1760.2,1804289
HEUBACHIND,"HEUBACH COLORANTS IND",532.75,183041
HEXATRADEX,"HEXA TRADEX",173.05,6914049
HEXT,"HEXAWARE TECHNOLOGIES",718,7594497
HFCL,"HFCL",74.14,5619457
HGINFRA,"H.G.INFRA ENGINEERING",925,428033
HGM-BE,"HANDSON GBL MNGMNT",73.99,3480321
HGS,"HINDUJA GLOBAL SOLS.",490,3766273
HIGREEN-SM,"HI GREEN CARBON",212.1,4811265
HIKAL,"HIKAL",247,2475009
HILINFRA,"HIGHWAY INFRASTRUCTURE L",80.35,194330369
HILTON,"HILTON METAL FORGING",43.85,3744513
HIMATSEIDE,"HIMATSINGKA SEIDE",113.41,348161
HINDALCO,"HINDALCO  INDUSTRIES ",774.5,348929
HINDCOMPOS,"HINDUSTAN COMPOSITES",448.45,351233
HINDCON,"HINDCON CHEMICALS",31.58,1259521
HINDCOPPER,"HINDUSTAN COPPER",365.35,4592385
HINDOILEXP,"HINDUSTAN OIL EXPLORATION",164.6,359169
HINDPETRO,"HINDUSTAN PETROLEUM CORP",457.1,359937
HINDUNILVR,"HINDUSTAN UNILEVER",2522.4,356865
HINDWAREAP,"HINDWARE HME INOVATON",344.6,4066049
HINDZINC,"HINDUSTAN ZINC",512.9,364545
HIRECT,"HIND RECTIFIER",1610,3555841
HISARMETAL,"HISAR METAL IND.",183,4946433
HITECH,"HI-TECH PIPES",120,734209
HITECHCORP,"HITECH CORPORATION",188.05,3881217
HITECHGEAR-BE,"THE HI-TECH GEARS",807,2193409
HLEGLAS,"HLE GLASCOAT",520,585985
HLVLTD,"HLV",11.32,370689
HMAAGRO,"HMA AGRO INDUSTRIES",30.25,4365569
HMT-BZ,"HMT -",57.2,5042689
HMVL,"HINDUSTAN MEDIA VENT",81.21,4918017
HNDFDS,"HINDUSTAN FOODS",525.1,3116289
HOACFOODS-SM,"HOAC FOODS INDIA",239.35,6098433
HOLMARC-SM,"HOLMARC OPTO MECHATRO L",101.4,4774145
HOMEFIRST,"HOME FIRST FIN CO IND",1204.8,526337
HOMESFY-SM,"HOMESFY REALTY",210,3462657
HONASA,"HONASA CONSUMER - MAMAEARTH",287.1,5072129
HONAUT,"HONEYWELL AUTOMATION IND",36200,874753
HONDAPOWER,"HONDA I POWER PRODUCT",2692.2,803329
HPAL,"HP ADHESIVES",47.05,1888257
HPIL,"HINDPRAKASH INDUSTRY",127.51,3019777
HPL,"HPL ELECTRIC & POWER",444.95,4781825
HPTL-SM,"HP TELECOM INDIA",289,7648001
HRHNEXT-SM,"HRH NEXT SERVICES",32.05,5403393
HSCL,"HIMADRI SPECIALITY CHEM L",452.5,3669505
HTMEDIA-BE,"HT MEDIA",27.48,3067393
HUBTOWN,"HUBTOWN",308.55,3635969
HUDCO,"HSG & URBAN DEV CORPN",230,5331201
HUHTAMAKI,"HUHTAMAKI INDIA",233,655873
HVAX-SM,"HVAX TECHNOLOGIES",945,6581249
HYBRIDFIN,"HYBRID FINANCIAL SERVICE",19.77,3279105
HYUNDAI,"HYUNDAI MOTOR INDIA",2409.5,6616065
IBLFL-SM,"IBL FINANCE",69.95,5465089
ICDSLTD-BE,"ICDSLTD",51.99,2460161
ICEMAKE,"ICE MAKE REFRIGERAT",729.5,125185
ICICIB22,"ICICIPRAMC - BHARATIWIN",111.9,133633
ICICIBANK,"ICICI BANK",1374,1270529
ICICIGI,"ICICI LOMBARD GIC",1890,5573121
ICICIPRULI,"ICICI PRU LIFE INS CO",593.95,4774913
ICIL,"INDO COUNT INDUSTRIES",261.8,3068673
ICRA,"ICRA",6282,3717889
IDBI,"IDBI BANK",91.4,377857
IDEA,"VODAFONE IDEA",9.05,3677697
IDEAFORGE,"IDEAFORGE TECHNO",493.5,4387841
IDEALTECHO-ST,"IDEAL TECHNOPLAST IND",191.45,6388737
IDENTICAL-SM,"IDENTICAL BRAINS STUDIO L",39.15,7314945
IDFCFIRSTB,"IDFC FIRST BANK",73.28,2863105
IDFNIFTYET,"BANDHANAMC - IDFNIFTYET",275.92,4808449
IEL-BE,"INDIABULLS ENT",19.94,3406593
IEML-SM,"INDIAN EMULSIFIERS",131.9,6089985
IEX,"INDIAN ENERGY EXC",140.49,56321
IFBAGRO,"IFB AGRO INDUSTRIES",993,379393
IFBIND,"IFB INDUSTRIES",1695.5,380161
IFCI,"IFCI",57.63,381697
IFGLEXPOR,"IFGL REFRACTORIES",271,111617
IGARASHI,"IGARASHI MOTORS INDIA",532,162305
IGCL,"INDOGULF CROPSCIENCES",103.88,193997057
IGIL,"INTERNATIO GEMM INS (I) L",345.15,7264769
IGL,"INDRAPRASTHA GAS",217.55,2883073
IGPL,"I G PETROCHEMICALS",425.05,3606017
IHF261224-N1,"IHF261224-N1",955.5,7388417
IHFL261224-N1,"IHFL261224-N1",1020.2,7386625
IIFL,"IIFL FINANCE",494.65,3023105
IIFL210425-NW,"IIFL210425-NW",1033.02,193571841
IIFLCAPS,"IIFL CAPITAL SERVICES",302.2,3346433
IIFLHF29-NE,"IIFLHF29-NE",1310,1964545
IIFLHFZC27-NB,"IIFLHFZC27-NB",1273.3,1962497
IIFLZC26-NN,"IIFLZC26-NN",1367.5,1588993
IIFLZC26A-NR,"IIFLZC26A-NR",1228,3545601
IIFLZC26B-NY,"IIFLZC26B-NY",1174,4360705
IIFLZC28-NG,"IIFLZC28-NG",1454.5,738049
IIFLZC28A-NU,"IIFLZC28A-NU",1215,3547649
IIFLZC28B-Y1,"IIFLZC28B-Y1",1140,4363009
IIFLZC28C-N6,"IIFLZC28C-N6",1450,1335553
IITL,"INDUSTRIAL INV TRUST",196.43,4998401
IKIO,"IKIO TECHNOLOGIES",210.69,4306433
IKS,"INVENTURUS KNOWLEDGE SO L",1523.7,7200001
IL&FSENGG-BZ,"IL&FS ENG AND CONS CO",27.75,2401281
IL&FSTRANS-BZ,"IL&FS TRANS NET",3,2401537
IMAGICAA,"IMAGICAAWORLD ENT",54.57,1964033
IMC1-N0,"IMC1-N0",253.45,3638785
IMC1-N1,"IMC1-N1",253,3640065
IMC1-N2,"IMC1-N2",251,3641345
IMC1-N3,"IMC1-N3",256.95,3642369
IMFA,"INDIAN METALS & FERRO",1245,4924161
IMPAL,"IND MOTOR PART & ACC",1080,3074305
IMPEXFERRO-BZ,"IMPEX FERRO TECH",1.9,6625537
INCREDIBLE,"INCREDIBLE INDUSTRIES",44.6,4481793
INDBANK,"INDBANK MERCH BANK",40.65,4334849
INDGN,"INDEGENE",551.05,6065409
INDHOTEL,"THE INDIAN HOTELS CO.",734.9,387073
INDIA VIX,"INDIA VIX",10.12,264969
INDIACEM,"THE INDIA CEMENTS",393.4,387841
INDIAGLYCO,"INDIA GLYCOLS",929.4,389377
INDIAMART,"INDIAMART INTERMESH",2395,2745857
INDIANB,"INDIAN BANK",765.25,3663105
INDIANCARD,"INDIAN CARD CLOTHING CO.",250.1,1132033
INDIANHUME,"INDIAN HUME PIPE CO.",360.9,391681
INDIASHLTR,"INDIA SHELTER FIN CORP L",886.5,5262337
INDIFRA-ST,"INDIFRA",16.95,5391617
INDIGO,"INTERGLOBE AVIATION",5724.5,2865921
INDIGOPNTS,"INDIGO PAINTS",1049.1,524289
INDIGRID-IV,"INDIGRID INFRASTRUCT TRST",168.22,5372929
INDIQUBE,"INDIQUBE SPACES",224.96,194008321
INDNIPPON,"INDIA NIPPON ELECT ",978,1215233
INDOAMIN,"INDO AMINES",135,2333697
INDOBORAX-BE,"INDO BORAX & CHEMICAL",239.1,2207489
INDOCO,"INDOCO REMEDIES",290.3,2989313
INDOFARM,"INDO FARM EQUIPMENT",235.5,7430401
INDORAMA,"INDO RAMA SYNTHETICS",57.75,2814209
INDOSTAR,"INDOSTAR CAPITAL FIN",240.3,790529
INDOTECH,"INDO TECH TRANSFORM",1800,3398401
INDOTHAI,"INDO THAI SEC",358.95,6555649
INDOUS,"INDO US BIOTECH",132,6528769
INDOWIND,"INDOWIND ENERGY",16.07,3827713
INDRAMEDCO,"INDRAPRASTHA MEDICAL CORP",550,1216257
INDSWFTLAB-BE,"IND SWIFT LABORATORIES LT",103.99,2228737
INDTERRAIN,"IND TERRAIN FASHIONS",34.46,5620993
INDUSINDBK,"INDUSIND BANK",749.55,1346049
INDUSINVIT-IV,"INDUS INFRA TRUST",116.48,5897217
INDUSTOWER,"INDUS TOWERS",356.2,7458561
INFIBEAM,"INFIBEAM AVENUES",19.19,4159745
INFIBPP-E1,"INFIBEAM RE.0.5 PPD UP",12.16,194033409
INFINIUM-SM,"INFINIUM PHARMACHEM",250.5,3849217
INFLUX-ST,"INFLUX HEALTHTECH",171.25,193946881
INFOBEAN,"INFOBEANS TECHNO.",504,2822913
INFOLLION-SM,"INFOLLION RESEARCH SER L",430,4246529
INFOMEDIA-BE,"INFOMEDIA PRESS",7.6,3505665
INFRABEES,"NIP IND ETF INFRA BEES",944.62,5138433
INFRAIETF,"ICICIPRAMC - ICICIINFRA",93.59,2745089
INFY,"INFOSYS",1509.7,408065
INGERRAND,"INGERSOLL-RAND INDIA",4000.3,408833
INM-SM,"INTERIORS & MORE",645,5829121
INNOMET-SM,"INNOMET ADVANCED MATERI L",151.6,6481921
INNOVACAP,"INNOVA CAPTAB",845,5391873
INNOVANA-BE,"INNOVANA THINKLABS",503,7109889
INOXGREEN,"INOX GREEN ENERGY SER",228,3120129
INOXINDIA,"INOX INDIA",1179,5275393
INOXWIND,"INOX WIND",147.26,2010113
INSECTICID,"INSECTICIDES (I)",728.65,3752193
INSPIRE-SM,"INSPIRE FILMS",15.75,4903425
INSPIRISYS,"INSPIRISYS SOLUTIONS",93.5,3514881
INTEGRITY-SM,"INTEGRITY INFRABUILD DE L",102.95,194022913
INTELLECT,"INTELLECT DESIGN ARENA",978,1517057
INTENTECH-BE,"INTENSE TECHNOLOGIES",141.09,5139713
INTERARCH,"INTERARCH BLDNG SOLTN",1945,6376705
INTERISE-IV,"INTERISE TRUST",109.75,740353
INTERNET,"MIRAEAMC - INTERNET",14.75,194200321
INTLCONV,"INTL CONVEYORS",103.4,1435137
INVENTURE,"INVENTURE GRO & SEC",1.5,6366721
IOB,"INDIAN OVERSEAS BANK",39.17,2393089
IOC,"INDIAN OIL CORP",155.1,415745
IOLCP,"IOL CHEM AND PHARMA",100,5225729
IONEXCHANG,"ION EXCHANGE (INDIA)",398.4,417281
IPCALAB,"IPCA LABORATORIES",1338.9,418049
IPHL-SM,"INDIAN PHOSPHATE",51.4,6408449
IPL,"INDIA PESTICIDES",206,1263105
IPSL-SM,"INTEGRATED PERSO SER",285.05,3047169
IRB,"IRB INFRA DEV",42.33,3920129
IRBINVIT-IV,"IRB INVIT FUND",62.73,5329153
IRBIT-IV,"IRB INFRASTRUCTURE TRUST",220.22,3790337
IRCON,"IRCON INTERNATIONAL",178.01,1276417
IRCTC,"INDIAN RAIL TOUR CORP",710.5,3484417
IREDA,"INDIAN RENEWABLE ENERGY",149.6,5186817
IRFC,"INDIAN RAILWAY FIN CORP L",125.1,519425
IRIS-BE,"IRIS BUSINESS SERV",317,1664257
IRISDOREME,"IRIS CLOTHINGS",34.35,582401
IRMENERGY,"IRM ENERGY",345.4,5016833
ISFT,"INTRASOFT TECH.",100.3,4730625
ISGEC,"ISGEC HEAVY ENG",870,852225
ISHAN-SM,"ISHAN INTERNATIONAL",0.9,2814721
ISHANCH,"ISHAN DYES N CHEMICALS L",75.15,7743745
IT,"KOTAKMAMC - KOTAKIT",38.72,672513
ITALIANE-SM,"ITALIAN EDIBLES",36,5797121
ITBEES,"NIP IND ETF IT",38.8,4885505
ITC,"ITC",399.3,424961
ITCHOTELS,"ITC HOTELS",214.25,7488257
ITDC,"INDIA TOUR. DEV. CO.",633,4940545
ITETF,"MIRAEAMC - ITETF",36.98,5026049
ITETFADD,"DSPAMC - DSPITETF",36.88,4404993
ITI,"ITI",337.75,428801
ITIETF,"ICICIPRAMC - ICICITECH",38.72,5725441
ITTL-ST,"INNOVATIVE TYRE & TUBE LT",93,6980097
IVALUE,"IVALUE INFOSOLUTIONS",290,194314497
IVC,"IL&FS INVESTMENT MANAGERS",7.99,1718017
IVP,"IVP",164.6,430337
IVZINGOLD,"INVESCO INDIA GOLD ETF",10681.05,4682753
IVZINNIFTY,"INVESCO INDIA NIFTY ETF",2847.77,6199553
IWARE-ST,"IWARE SUPPLYCHAIN SER",152,193956865
IXIGO,"LE TRAVENUES TECHNOLOGY L",312.5,6161153
IZMO-BE,"IZMO",989.2,3629569
J&KBANK,"J & K BANK",103.1,1442049
JAGRAN,"JAGRAN PRAKASHAN",71.78,3382017
JAGSNPHARM,"JAGSONPAL PHARMACEUTICALS",214.98,1128961
JAIBALAJI,"JAI BALAJI INDUSTRIES",98.2,2881537
JAICORPLTD,"JAI CORP",157.65,1316609
JAINAM-SM,"JAINAM FER ALLOYS (I)",256,1539073
JAINIK-ST,"JAINIK POWER CABLES",135.75,194126337
JAINREC,"JAIN RESOURCE RECYCLING L",347,194366465
JAIPURKURT,"NANDANI CREATION",37,1412097
JAKHARIA-ST,"JAKHARIA FABRIC",173.6,1011201
JALAN-SM,"JALAN TRANSOLU. INDIA",4.25,5357825
JAMNAAUTO,"JAMNA AUTO IND",96.8,5319169
JARO,"JARO INS OF TEC MG N RE L",706,194547457
JASH,"JASH ENGINEERING",464.5,3579393
JAYAGROGN,"JAYANT AGRO ORGANICS",234.57,1034497
JAYBARMARU-BE,"JAYBHARATMARU-",98.6,2161665
JAYBEE-SM,"JAY BEE LAMINATIONS",195,6409473
JAYNECOIND,"JAYASWAL NECO INDUSTR",72.25,596737
JAYSREETEA,"JAYSHREE TEA & INDUSTRIES",96.51,440321
JBCHEPHARM,"J B CHEMICALS AND PHARMA",1670.1,441857
JBMA,"JBM AUTO",653.5,2983681
JCHAC,"JOHNSON CONTROLS HITACHI",1730,1149697
JETFREIGHT,"JET FREIGHT LOGISTICS",13.1,1846017
JETKNIT-ST,"JET KNITWEARS",109,4787201
JEYYAM-ST,"JEYYAM GLOBAL FOODS",60.25,6438401
JFLLIFE-SM,"JFL LIFE SCIENCES",12.5,2786561
JGCHEM,"J.G.CHEMICALS",425.05,5902337
JHS,"JHS SVEND. LAB.",11.2,3512321
JINDALPHOT,"JINDAL PHOTO",1386.7,3006209
JINDALPOLY,"JINDAL POLY FILMS",578.6,449537
JINDALSAW,"JINDAL SAW",203.8,774145
JINDALSTEL,"JINDAL STEEL",1036,1723649
JINDRILL,"JINDAL DRILLING IND.",587.75,3552001
JINDWORLD,"JINDAL WORLDWIDE",38.34,5284353
JIOFIN,"JIO FIN SERVICES",307.15,4644609
JISLDVREQS,"JAIN DVR EQUITY SHARES",32,6575105
JISLJALEQS,"JAIN IRRIGATION SYSTEMS",50.55,2661633
JITFINFRA-BE,"JITF INFRALOGISTICS",358.4,5041921
JIWANRAM-SM,"JIWANRAM SHEODUTTRA IND L",7.2,4750849
JKCEMENT,"JK CEMENT",6578,3397121
JKIL,"JKUMAR INFR.LTD.",641.05,3908097
JKIPL-BE,"JINKUSHAL INDUSTRIES",114,194356737
JKLAKSHMI,"JK LAKSHMI CEMENT",848.4,3453697
JKPAPER,"JK PAPER",413,3036161
JKTYRE,"JK TYRE & INDUSTRIES",381.2,3695361
JLHL,"JUPITER LIFE LINE HOSP L",1522,4749569
JMA,"JULLUNDUR MOT AGENCY",89,1819905
JMFINANCIL,"JM FINANCIAL",176,3491073
JNKINDIA,"JNK INDIA",311.5,6046977
JOCIL,"JOCIL",150,4333313
JPASSOCIAT-BE,"JAIPRAKASH ASSOCIATES",3.87,2934017
JPOLYINVST,"JIND POL INV & FIN CO",1029.25,8065793
JPPOWER,"JAIPRAKASH POWER VEN.",17.94,3011329
JSFB,"JANA SMALL FIN BANK",478,5801729
JSL,"JINDAL STAINLESS",771,2876417
JSLL,"JEENA SIKHO LIFECARE",774,194077441
JSWCEMENT,"JSW CEMENT",138,194165761
JSWENERGY,"JSW ENERGY",541.7,4574465
JSWHL,"JSW HOLDINGS",16380,3041281
JSWINFRA,"JSW INFRASTRUCTURE",307.4,4869121
JSWSTEEL,"JSW STEEL",1172,3001089
JTEKTINDIA,"JTEKT INDIA",154,828673
JTLIND,"JTL INDUSTRIES",69.24,1865473
JUBLCPL-BE,"JUBILANT AGRI N CON PRO L",2286.5,7575553
JUBLFOOD,"JUBILANT FOODWORKS",599.55,4632577
JUBLINGREA,"JUBILANT INGREVIA",648.25,712449
JUBLPHARMA,"JUBILANT PHARMOVA",1096.4,931073
JUNIORBEES,"NIP IND ETF JUNIOR BEES",735,2800385
JUNIPER,"JUNIPER HOTELS",267.45,5842945
JUSTDIAL,"JUSTDIAL",820.5,7670273
JWL,"JUPITER WAGONS",336.4,5177345
JYOTHYLAB,"JYOTHY LABS",311.85,3877377
JYOTICNC,"JYOTI CNC AUTOMATION",915,5461505
JYOTIGLOBL-SM,"JYOTI GLOBAL PLAST",62.3,194104577
JYOTISTRUC,"JYOTI STRUCTURES",14.47,461313
K2INFRA-SM,"K2 INFRAGEN",61,6005505
KABRAEXTRU,"KABRA EXTRUSION TECHNIK L",253.8,462081
KAJARIACER,"KAJARIA CERAMICS",1208,462849
KAKATCEM,"KAKATIYA CEM SUGAR &IND L",145,463617
KALAMANDIR,"SAI SILKS (KALAMANDIR) L",185.69,4801281
KALANA-SM,"KALANA ISPAT",34,6513409
KALPATARU,"KALPATARU",371.5,194190849
KALYANI-BE,"KALYANI COMMERCIALS",138.09,5031169
KALYANIFRG,"KALYANI FORGE",790,3879937
KALYANKJIL,"KALYAN JEWELLERS IND",482.95,756481
KAMATHOTEL,"KAMAT HOTELS (I)",310,467457
KAMDHENU,"KAMDHENU",28.19,3444993
KAMOPAINTS,"KAMDHENU VENTURES",8.53,3536385
KANANIIND,"KANANI INDUSTRIES",1.96,6601217
KANDARP-ST,"KANDARP DG SMART BPO",101.4,2870017
KANORICHEM,"KANORIA CHEMICALS & INDUS",82.01,469761
KANPRPLA,"KANPUR PLASTIPACK",208,456193
KANSAINER,"KANSAI NEROLAC PAINTS",245.55,306177
KAPSTON,"KAPSTON SERVICES",249.2,4855553
KARMAENG-BE,"KARMA ENERGY",63.34,6243585
KARNIKA-SM,"KARNIKA INDUSTRIES",181.65,4983041
KARURVYSYA,"KARUR VYSYA BANK",221,470529
KATARIA-SM,"KATARIA INDUSTRIES",103,6279169
KAUSHALYA-BE,"KAUSHALYA INFRA DEV",1100,3875841
KAVDEFENCE-BE,"KAVVERI DFS & WIR TEC",114.01,3903489
KAYA-BE,"KAYA",440,2632193
KAYNES,"KAYNES TECHNOLOGY IND",7100,3095553
KAYTEX-SM,"KAYTEX FABRICS",90,194270209
KCEIL-SM,"KAY CEE ENERGY & INFRA L",247,5420289
KCK-ST,"KCK INDUSTRIES",39.3,2635777
KCP,"KCP",199,471297
KCPSUGIND,"KCP SUGAR IND CORP",31.01,1231105
KDDL,"KDDL",2720,3816449
KDL-SM,"KORE DIGITAL",216,4290049
KEC,"KEC INTL.",855.2,3394561
KECL,"KIRLOSKAR ELECTRIC CO",117.65,4664321
KEEPLEARN,"DSJ KEEP LEARNING",2.62,199169
KEI,"KEI INDUSTRIES",4240,3407361
KEL-SM,"KUNDAN EDIFICE",91.8,4789249
KELLTONTEC,"KELLTON TECH SOL",23.75,3438081
KEN-SM,"KEN ENTERPRISES",45.25,7564033
KERNEX,"KERNEX MICROSYS(I)",1137.4,3358977
KESORAMIND,"KESORAM INDUSTRIES",5.32,475905
KEYFINSERV,"KEYNOTE FIN SERV",322.01,1064193
KFINTECH,"KFIN TECHNOLOGIES",1052.8,3419905
KHADIM,"KHADIM INDIA",247.6,108801
KHAICHEM,"KHAITAN CHEM & FERT",124.96,229377
KHAITANLTD,"KHAITAN (INDIA)LTD.",131.7,1001473
KHANDSE,"KHANDWALA SECURITIES",22.75,2468097
KHFM-SM,"KHFM HOS FAC MANA SER",70.25,2449921
KICL,"KALYANI INVEST CO",4995,5406465
KILITCH,"KILITCH DRUGS INDIA",361.7,5103873
KIMS,"KRISHNA INST OF MED SCI L",688.7,1240833
KINGFA-BE,"KINGFA SCI & TEC IND",4455,4850689
KIOCL,"KIOCL",511,4896257
KIRIINDUS,"KIRI INDUSTRIES",589.6,4259585
KIRLOSBROS,"KIRLOSKAR BROTHERS",1949.2,4756737
KIRLOSENG,"KIRLOSKAR OIL ENG",876.05,5359617
KIRLOSIND,"KIRLOSKAR INDUSTRIES",3896,4870401
KIRLPNU,"KIRLOSKAR PNEUMATIC COM L",1179.1,3886081
KITEX,"KITEX GARMENTS",178.63,7398145
KKCL,"KEWAL KIRAN CLOTHING",538.45,3425537
KKJEWELS-SM,"KABRA JEWELS",90.35,7473153
KKVAPOW-SM,"KKV AGRO POWERS",593,4551937
KLL-SM,"KAUSHALYA LOGISTICS",59.85,5423617
KMEW,"KNOWLEDGE MARINE & EN W L",2411.8,6933505
KMSUGAR,"K M SUGAR MILLS",28.97,3754753
KNAGRI-SM,"KN AGRI RESOURCES",230,2202113
KNRCON,"KNR CONSTRU",192.67,3912449
KODYTECH-SM,"KODY TECHNOLAB",681.85,4800257
KOHINOOR,"KOHINOOR FOODS",33.57,770305
KOKUYOCMLN,"KOKUYO CAMLIN",105.81,4307713
KOLTEPATIL,"KOLTE PATIL DEV.",429.1,3871745
KONSTELEC-SM,"KONSTELEC ENGINEERS",61.05,5752833
KONTOR-SM,"KONTOR SPACE",70,4937473
KOPRAN,"KOPRAN",173,491265
KORE-SM,"JAY JALARAM TECHNO",169.15,2787585
KOTAKBANK,"KOTAK MAHINDRA BANK",2140.9,492033
KOTARISUG,"KOTHARI SUG & CHEM",31.29,2981633
KOTHARIPET,"KOTHARI PETROCHEM",141.94,1176065
KOTHARIPRO,"KOTHARI PRODUCTS",86.7,1415169
KOTYARK-ST,"KOTYARK INDUSTRIES",294,1649665
KPEL,"K.P. ENERGY",389,6932225
KPIGREEN,"KPI GREEN ENERGY",422.2,1307649
KPIL,"KALPATARU PROJECT INT",1258,464385
KPITTECH,"KPIT TECHNOLOGIES",1161.9,2478849
KPRMILL,"KPR MILL",1003.1,3817473
KRBL,"KRBL",348.2,2707713
KREBSBIO,"KREBS BIOCHEMICALS & IND",71.35,495873
KRIDHANINF,"KRIDHAN INFRA",3.95,2938881
KRISHANA,"KRISHANA PHOSCHEM",551.8,3288833
KRISHCA-SM,"KRISHCA STRAPPING SLTN L",210.9,4130049
KRISHIVAL-BE,"KRISHIVAL FOODS",471,193736705
KRISHNADEF-SM,"KRISHNA DEF AND ALD IND L",828.65,2248193
KRITI,"KRITI INDUSTRIES IND",126.8,1642753
KRITIKA,"KRITIKA WIRES",8.33,2377729
KRITINUT,"KRITI NUTRIENTS",90.58,2926593
KRN,"KRN HEAT EXCHANGE N REF L",829,6564609
KRONOX,"KRONOX LAB SCIENCES",151.45,6150401
KROSS,"KROSS",188.17,6464513
KRSNAA,"KRSNAA DIAGNOSTICS",822.9,1371905
KRT-RR,"KNOWLEDGE REALTY TRUST",118,194158337
KRYSTAL,"KRYSTAL INTEGRATED SER L",610,5932801
KSB,"KSB",809.1,498945
KSCL,"KAVERI SEED CO.",1063.2,3832833
KSHITIJPOL,"KSHITIJ POLYLINE",2.91,2664193
KSL,"KALYANI STEELS",825,4835585
KSOLVES,"KSOLVES INDIA",326.85,2831361
KTKBANK,"KARNATAKA BANK",172.85,2061825
KUANTUM,"KUANTUM PAPERS",107.65,3550721
LAGNAM,"LAGNAM SPINTEX",84.65,1501441
LAKPRE-BZ,"LAKSHMI PRE SCRE",5.56,1222145
LAKSHYA-SM,"LAKSHYA POWERTECH",117.9,6620161
LAL,"LORENZINI APPARELS",10.71,3820545
LALPATHLAB,"DR. LAL PATH LABS",3070,2983425
LAMBODHARA,"LAMBODHARA TEXTILES",133.5,1640193
LAMOSAIC-SM,"LAMOSAIC INDIA",36.5,6967809
LANCORHOL,"LANCOR HOLDINGS",21.62,5894913
LANDMARK,"LANDMARK CARS",593,3398657
LAOPALA,"LA OPALA RG",239.19,3692289
LASA-BE,"LASA SUPERGENERICS",11.11,5561089
LATENTVIEW,"LATENT VIEW ANALYTICS",426.9,1745409
LATTEYS,"LATTEYS INDUSTRIES",22.3,4055041
LAURUSLABS,"LAURUS LABS",864.45,4923905
LAWSIKHO-SM,"ADDICTIVE LEARNING TECH L",137,5751809
LAXMICOT,"LAXMI COTSPIN",22.36,1681409
LAXMIDENTL,"LAXMI DENTAL",319.8,7467777
LAXMIINDIA,"LAXMI INDIA FINANCE",151.5,194268929
LCCINFOTEC,"LCC INFOTECH",4.45,1927425
LEMERITE-SM,"LE MERITE EXPORTS",444.9,2399233
LEMONTREE,"LEMON TREE HOTELS",164,667137
