Rank,Symbol,Name,Average Price,Current Price,Max Daily Fluctuation %,Min Daily Fluctuation %,Avg Daily Fluctuation %,Year High,Year Low,Yearly Range %,Total Days,Token
2373,LAMOSAIC-SM,"LAMOSAIC INDIA",53.50,36.85,10.91,0.00,3.03,172.20,34.00,258.30,215,6967809
2374,EMKAY-BE,"EMKAY GLOBAL FIN SERV",252.73,333.25,21.15,0.00,3.03,409.90,168.00,95.71,250,3436545
2375,HDFCMID150,"HDFCAMC - HDFCMID150",20.80,21.92,22.07,0.70,3.03,22.97,17.51,26.26,250,3644417
2376,AARVEEDEN-BE,"AARVEE DEN. & EXP.",132.46,151.50,9.42,0.00,3.02,196.95,41.25,117.54,250,3526401
2377,HYUNDAI,"HYUNDAI MOTOR INDIA",1960.55,2403.50,9.30,0.78,3.02,2890.00,1541.70,68.77,242,6616065
2378,PTC,"PTC INDIA",169.03,165.00,10.66,0.69,3.02,207.00,127.69,46.92,250,2906881
2379,VBL,"VARUN BEVERAGES",528.37,443.85,9.08,0.80,3.02,663.60,419.55,46.19,250,4843777
2380,BSLSENETFG,"BIRLASLAMC - BSLSENETFG",79.05,82.24,22.70,0.52,3.02,85.76,61.47,30.73,250,1524993
2381,SITINET-BZ,"SITI NETWORKS",0.63,0.48,6.12,0.00,3.02,0.95,0.46,78.30,250,7477761
2382,AMJUMBO-SM,"A AND M JUMBO BAGS",8.96,8.20,34.83,0.00,3.02,14.45,5.75,97.12,65,346369
2383,CHOLAFIN,"CHOLAMANDALAM IN & FIN CO",1444.70,1613.90,8.82,0.90,3.01,1684.40,1168.00,35.74,250,175361
2384,BLUEDART,"BLUE DART EXPRESS",6589.47,5500.00,10.31,0.78,3.01,9034.95,5365.00,55.69,250,126721
2385,LTF,"L&T FINANCE",173.77,256.00,9.64,0.89,3.01,264.70,129.20,77.98,250,6386689
2386,VGUARD,"V-GUARD IND",383.16,348.00,8.50,0.95,3.01,454.55,300.00,40.34,250,3932673
2387,SGFIN,"SG FINSERVE",376.65,366.90,6.69,1.03,3.01,412.00,339.90,19.14,46,194266369
2388,MAPMYINDIA,"C.E. INFO SYSTEMS",1762.37,1695.80,16.26,0.49,3.01,2203.95,1513.00,39.21,250,1850113
2389,VITAL-SM,"VITAL CHEMTECH",67.19,58.25,17.38,0.00,3.01,80.90,48.10,48.82,241,3051521
2390,SAIL,"STEEL AUTHORITY OF INDIA",120.35,131.70,8.30,1.04,3.01,139.98,99.15,33.93,250,758529
2391,PSPPROJECT,"PSP PROJECTS",676.33,766.00,13.57,0.44,3.00,843.45,565.40,41.11,250,5344513
2392,INM-SM,"INTERIORS & MORE",424.86,612.00,18.79,0.00,3.00,651.25,284.50,86.32,220,5829121
2393,GMMPFAUDLR,"GMM PFAUDLER",1187.67,1060.00,9.44,0.95,3.00,1477.50,991.10,40.95,250,401921
2394,UNIONBANK,"UNION BANK OF INDIA",123.84,139.34,9.88,0.42,3.00,153.45,97.51,45.17,250,2752769
2395,VOLTAS,"VOLTAS",1447.39,1417.00,14.86,0.91,3.00,1902.00,1135.00,52.99,250,951809
2396,MAHABANK,"BANK OF MAHARASHTRA",52.63,57.57,13.86,0.87,2.99,59.85,42.00,33.92,250,2912513
2397,CASTROLIND,"CASTROL INDIA",207.36,200.54,10.02,0.52,2.99,251.95,162.60,43.09,250,320001
2398,GOLD360,"360ONEAMC - GOLD360",98.50,119.10,23.17,0.21,2.99,139.90,78.20,62.64,142,7706881
2399,IRIS-BE,"IRIS BUSINESS SERV",366.87,314.40,10.46,0.00,2.99,577.00,228.05,95.12,250,1664257
2400,MPHASIS,"MPHASIS",2692.00,2782.90,10.76,1.01,2.98,3174.50,2004.50,43.46,250,1152769
2401,ESCORTS,"ESCORTS KUBOTA",3401.44,3615.00,15.83,0.90,2.98,4180.00,2776.40,41.26,250,245249
2402,PARAMOUNT-SM,"PARAMOUNT DYE TEC",68.08,54.20,18.42,0.00,2.98,101.40,46.25,81.00,220,6583297
2403,ABCAPITAL,"ADITYA BIRLA CAPITAL",219.38,293.70,10.58,1.23,2.98,307.80,149.01,72.38,250,5533185
2404,BIOCON,"BIOCON",351.14,352.65,7.16,0.99,2.97,406.00,291.00,32.75,250,2911489
2405,CIEINDIA,"CIE AUTOMOTIVE INDIA",440.27,422.00,14.78,1.03,2.97,558.00,356.75,45.71,250,3823873
2406,LMW,"LMW",15882.14,14702.00,8.19,0.96,2.97,18250.00,13450.05,30.22,250,506625
2407,GLENMARK,"GLENMARK PHARMACEUTICALS",1660.12,1938.40,10.00,1.09,2.97,2284.80,1275.50,60.80,250,1895937
2408,RECLTD,"REC",434.88,373.10,9.20,0.80,2.97,573.30,348.60,51.67,250,3930881
2409,JKCEMENT,"JK CEMENT",5330.48,6605.00,10.00,0.69,2.97,7565.50,3891.45,68.93,250,3397121
2410,HOMESFY-SM,"HOMESFY REALTY",393.58,219.90,11.74,0.00,2.97,545.90,200.45,87.77,197,3462657
2411,CUB,"CITY UNION BANK",184.69,215.10,11.39,0.93,2.97,232.55,142.91,48.53,250,1459457
2412,ARE&M,"AMARA RAJA ENERGY MOB",1072.33,1006.00,13.84,0.86,2.96,1422.55,832.30,55.04,250,25601
2413,PROLIFE-SM,"PROLIFE INDUSTRIES",216.66,115.00,15.07,0.00,2.96,361.00,106.80,117.33,177,4954113
2414,CPSEETF,"CPSE ETF",89.02,93.55,14.82,0.80,2.96,98.80,74.90,26.85,250,595969
2415,LOWVOLIETF,"ICICI PR NIF LW VL 30 ETF",21.38,22.46,10.05,0.53,2.96,23.75,19.03,22.08,250,5441025
2416,SUMEETINDS-BE,"SUMEET IND",24.98,33.89,17.04,0.00,2.96,40.15,10.66,118.07,79,5323265
2417,PFC,"POWER FIN CORP",423.25,404.30,8.42,0.71,2.96,523.90,357.25,39.37,250,3660545
2418,BORANA,"BORANA WEAVES",223.42,229.00,10.06,0.00,2.95,267.00,211.00,25.06,96,194027265
2419,SHEETAL-SM,"SHEETAL UNIVERSAL",97.89,143.00,18.50,0.00,2.95,145.00,59.15,87.70,250,5226241
2420,ISHAN-SM,"ISHAN INTERNATIONAL",1.40,0.85,11.11,0.00,2.95,2.75,0.85,135.38,230,2814721
2421,BANARISUG,"BANNARI AMMAN SUGARS",3722.66,3492.00,13.68,0.26,2.95,4444.00,3000.30,38.78,250,89601
2422,INDUSINDBK,"INDUSIND BANK",887.91,763.50,24.61,0.85,2.95,1374.45,606.00,86.55,250,1346049
2423,ADANIENT,"ADANI ENTERPRISES",2467.97,2543.70,17.60,0.89,2.95,3211.00,2025.00,48.06,250,6401
2424,INDUSTOWER,"INDUS TOWERS",361.52,354.30,9.33,1.16,2.95,430.00,312.55,32.49,250,7458561
2425,PARTYCRUS-SM,"PARTY CRUISERS",98.21,74.70,19.11,0.00,2.94,140.00,65.15,76.22,236,665345
2426,GAYAHWS-BE,"GAYATRI HIGHWAYS",1.60,3.68,10.78,0.00,2.94,4.76,0.74,251.71,202,946945
2427,ATUL,"ATUL",6691.04,6024.50,11.45,1.05,2.94,8180.00,4752.00,51.23,250,67329
2428,SAROJA-ST,"SAROJA PHARMA INDUS IND L",47.15,45.85,19.32,0.00,2.94,61.95,34.00,59.28,133,4739329
2429,SIS,"SIS",354.88,326.85,8.93,1.02,2.94,411.85,287.90,34.93,250,5504257
2430,SAMAY-SM,"SAMAY PROJECT SERVICES L",33.55,34.00,11.61,0.00,2.94,37.50,28.80,25.93,73,193753089
2431,SANGHIIND,"SANGHI INDUSTRIES",65.42,64.40,9.04,0.78,2.94,90.99,50.58,61.77,250,767233
2432,BGRENERGY-BE,"BGR ENERGY SYSTEMS",111.01,335.58,13.83,0.00,2.94,335.58,34.50,271.21,250,3889409
2433,PANACHE-BE,"PANACHE DIGILIFE",252.26,446.00,16.36,0.00,2.93,472.15,159.60,123.90,250,4186881
2434,BSOFT,"BIRLASOFT",459.34,359.60,8.57,0.84,2.93,624.35,331.00,63.86,250,1790465
2435,GICHSGFIN,"GIC HOUSING FINANCE",188.91,173.39,8.65,0.89,2.93,229.50,156.01,38.90,250,291585
2436,INDIANB,"INDIAN BANK",579.62,775.00,11.65,0.84,2.93,779.70,462.10,54.79,250,3663105
2437,BANDHANBNK,"BANDHAN BANK",164.58,168.50,9.30,0.79,2.92,211.80,128.16,50.82,250,579329
2438,TIRUPATI-SM,"SHREE TIRUPATI BALAJEE",738.19,702.00,17.32,0.00,2.92,999.85,452.95,74.09,170,5598209
2439,CERA,"CERA SANITARYWARE",6548.87,5956.00,10.96,1.05,2.92,8050.60,5060.05,45.67,250,3849985
2440,MOSILVER,"MOTILALAMC - MOSILVER",130.12,160.05,9.26,0.00,2.92,164.55,112.32,40.14,38,194164993
2441,ARISTO-SM,"ARISTO BIO T AND LIFESC L",127.91,130.10,34.29,0.00,2.92,164.00,84.55,62.12,176,3565057
2442,SUNDRMFAST,"SUNDRAM FASTENERS",1043.02,999.60,10.01,1.27,2.91,1497.55,831.15,63.89,250,856321
2443,IDEALTECHO-ST,"IDEAL TECHNOPLAST IND",142.14,191.45,17.42,0.00,2.91,221.00,88.00,93.57,218,6388737
2444,LEMERITE-SM,"LE MERITE EXPORTS",303.59,474.90,8.15,0.00,2.91,479.80,193.00,94.47,250,2399233
2445,GROWWEV,"GROWWAMC - GROWWEV",29.34,31.15,20.24,0.75,2.91,35.55,23.00,42.78,250,6348289
2446,JUBLFOOD,"JUBILANT FOODWORKS",662.88,602.45,12.74,0.93,2.91,796.75,558.25,35.98,250,4632577
2447,CADSYS-SM,"CADSYS (INDIA)",90.52,71.50,10.49,0.00,2.90,162.80,55.05,119.03,210,5586689
2448,ODIGMA-BE,"ODIGMA CONSULTANCY SOL L",46.28,40.86,10.60,0.00,2.90,150.00,29.05,261.34,207,7059201
2449,ABSLPSE,"BIRLASLAMC-ABSLPSE",9.77,10.15,14.65,0.79,2.90,11.04,8.00,31.12,250,6094337
2450,BANKINDIA,"BANK OF INDIA",108.04,126.75,7.52,0.77,2.90,129.45,86.90,39.39,250,1214721
2451,UTISXN50,"UTIAMC - UTISXN50",86.51,91.05,22.54,0.52,2.89,102.25,66.72,41.07,250,2347009
2452,NMDC,"NMDC",69.35,77.11,8.26,1.03,2.89,80.06,57.70,32.24,250,3924993
2453,TTKPRESTIG,"TTK PRESTIGE",703.72,635.10,12.99,0.63,2.89,930.95,582.45,49.52,250,907777
2454,MSUMI,"MOTHERSON SUMI WRNG IND L",39.76,44.54,10.36,0.84,2.88,50.54,30.72,49.85,250,2200577
2455,VISAMAN-ST,"VISAMAN GLOBAL SALES",61.18,120.85,24.42,0.00,2.88,123.30,34.00,145.96,156,6214913
2456,JBCHEPHARM,"J B CHEMICALS AND PHARMA",1712.59,1676.00,10.45,0.73,2.88,1984.00,1385.75,34.93,250,441857
2457,SHIGAN-SM,"SHIGAN QUANTUM TECH",90.74,65.75,20.02,0.00,2.88,134.00,61.50,79.89,206,2148865
2458,APLAPOLLO,"APL APOLLO TUBES",1602.01,1737.20,10.57,0.89,2.88,1936.00,1272.70,41.40,250,6599681
2459,MOSMALL250,"MOTILALAMC - MOSMALL250",16.69,17.20,11.82,0.60,2.87,19.00,13.22,34.63,250,5934337
2460,HINDZINC,"HINDUSTAN ZINC",457.04,496.85,8.27,0.82,2.87,575.40,378.15,43.16,250,364545
2461,LALPATHLAB,"DR. LAL PATH LABS",2936.90,3090.00,11.64,1.21,2.87,3653.95,2293.55,46.32,250,2983425
2462,POLYCAB,"POLYCAB INDIA",6429.38,7728.00,15.90,0.99,2.86,7794.50,4555.00,50.39,250,2455041
2463,RAMCOCEM,"THE RAMCO CEMENTS",976.84,1019.00,8.87,1.19,2.86,1209.00,788.20,43.08,250,523009
2464,GUJGASLTD,"GUJARAT GAS",461.20,429.95,8.86,0.82,2.85,605.35,360.25,53.14,250,2713345
2465,ARVINDPORT-SM,"ARVIND PORT AND INFRA",69.46,49.00,10.45,0.00,2.85,120.00,44.50,108.69,237,5012225
2466,902SCL28-N1,"902SCL28-N1",956.87,965.00,14.18,0.00,2.85,995.00,821.85,18.10,16,7740929
2467,INDIAMART,"INDIAMART INTERMESH",2365.85,2380.00,17.20,0.89,2.85,3127.60,1900.10,51.88,250,2745857
2468,RHFL-BZ,"RELIANCE HOME FINANCE",4.11,3.95,11.45,0.00,2.85,7.78,2.15,136.97,232,194356225
2469,GRAPHISAD-SM,"GRAPHISADS",49.97,35.00,10.53,0.00,2.84,80.50,31.30,98.47,230,5236225
2470,BABAFP-SM,"BABA FOOD PROCESSING",46.70,34.75,14.39,0.00,2.84,63.50,34.55,62.00,223,5156097
2471,BHARATFORG,"BHARAT FORGE",1226.74,1222.70,8.38,0.92,2.84,1526.90,919.10,49.55,250,108033
2472,HDFCNIF100,"HDFCAMC - HDFCNIF100",25.45,26.56,20.05,0.61,2.84,29.00,21.15,30.84,250,2722049
2473,CUMMINSIND,"CUMMINS INDIA",3319.84,3957.90,9.28,0.96,2.84,4168.70,2580.00,47.85,250,486657
2474,HRHNEXT-SM,"HRH NEXT SERVICES",65.51,33.65,10.53,0.00,2.84,125.60,28.75,147.84,209,5403393
2475,MOREALTY,"MOTILALAMC - MOREALTY",93.58,89.75,9.55,0.96,2.84,113.50,77.00,39.00,250,5935105
2476,AISL-SM,"ANI INTEGRATED SERV",123.49,94.50,10.16,0.00,2.84,207.75,77.00,105.88,185,123393
2477,PHARMABEES,"NIPPONAMC - NETFPHARMA",22.35,22.80,12.28,0.87,2.83,24.65,19.47,23.18,250,1273089
2478,HAL,"HINDUSTAN AERONAUTICS",4373.09,4832.00,9.83,0.90,2.83,5165.00,3046.05,48.45,250,589569
2479,HPTL-ST,"HP TELECOM INDIA",172.17,280.00,18.29,0.00,2.83,327.40,101.05,131.47,128,7649025
2480,SUNTV,"SUN TV NETWORK",634.69,578.65,14.63,0.86,2.83,817.95,518.05,47.25,250,3431425
2481,JSWCEMENT,"JSW CEMENT",147.43,140.65,6.98,1.16,2.83,162.15,135.90,17.80,39,194165761
2482,IIFLHF29-NE,"IIFLHF29-NE",1181.31,1310.00,23.01,0.00,2.83,1363.00,930.00,36.65,38,1964545
2483,JINDALSTEL,"JINDAL STEEL",933.82,1014.00,9.28,1.13,2.83,1087.60,723.35,39.01,250,1723649
2484,AAVAS,"AAVAS FINANCIERS",1762.37,1635.00,17.73,0.61,2.83,2234.00,1516.90,40.69,250,1378561
2485,MOHEALTH,"MOTILALAMC - MOHEALTH",43.55,45.16,10.17,0.73,2.82,47.57,37.93,22.14,250,2690049
2486,ESABINDIA,"ESAB INDIA",5270.11,4910.10,11.64,0.75,2.82,6799.00,4133.05,50.59,250,244481
2487,BOSS-SM,"BOSS PACKAGING SOLU",49.84,43.85,19.86,0.00,2.82,63.60,36.55,54.27,191,6430465
2488,PFIZER,"PFIZER",4974.93,5313.50,12.84,1.01,2.82,6020.00,3701.00,46.61,250,676609
2489,AUROPHARMA,"AUROBINDO PHARMA",1180.66,1130.10,11.70,1.14,2.81,1515.90,1010.00,42.85,250,70401
2490,NIFTY100EW,"KOTAKMAMC - NIFTY100EW",32.09,33.62,21.99,0.51,2.81,34.58,24.25,32.19,150,7665665
2491,CANFINHOME,"CAN FIN HOMES",746.91,791.00,8.73,0.77,2.80,897.95,558.50,45.45,250,149249
2492,SYLVANPLY-SM,"SYLVAN PLYBOARD (INDIA) L",79.12,62.20,15.70,0.00,2.80,104.00,55.00,61.93,203,6212353
2493,DCBBANK,"DCB BANK",125.64,130.17,8.99,0.91,2.80,150.79,101.41,39.30,250,3513601
2494,PGHL,"PROCTER & GAMBLE HEALTH L",5575.74,6233.50,9.72,0.71,2.80,6739.00,4863.00,33.65,250,240641
2495,AUBANK,"AU SMALL FINANCE BANK",656.15,762.35,8.66,0.70,2.80,841.00,478.35,55.27,250,5436929
2496,TERASOFT-BE,"TERA SOFTWARE",244.07,447.40,23.55,0.00,2.80,493.75,71.55,172.98,250,4939777
2497,CONSUMER,"MIRAEAMC - CONSUMER",11.31,12.20,24.04,0.56,2.80,13.97,9.00,43.94,194,7416065
2498,AONEGOLD,"AONEAMC - AONEGOLD",10.72,11.36,5.29,0.94,2.80,11.66,10.00,15.48,22,194279425
2499,VENKEYS,"VENKY S (INDIA)",1652.79,1494.00,15.68,0.62,2.80,2026.60,1392.60,38.36,250,961793
2500,AGSTRA-BZ,"AGS TRANSACT TECH",30.71,4.84,13.14,0.00,2.79,99.69,3.78,312.31,250,194355713
2501,ABB,"ABB INDIA",6013.21,5188.00,9.79,0.86,2.79,8940.60,4684.45,70.78,250,3329
2502,JCHAC,"JOHNSON CONTROLS HITACHI",1802.09,1728.50,11.03,0.52,2.79,2620.10,1600.65,56.57,250,1149697
2503,NHPC,"NHPC",82.66,87.00,8.82,0.93,2.78,92.90,71.00,26.49,250,4454401
2504,ATLASCYCLE,"ATLAS CYCLE (HARYANA)",117.33,117.76,10.47,0.00,2.78,176.39,63.00,96.64,197,1169409
2505,GROWWSLVR,"GROWWAMC - GROWWSLVR",116.12,163.83,18.40,0.78,2.78,175.90,94.20,70.36,98,193747713
2506,DLF,"DLF",766.07,740.25,7.08,1.13,2.78,896.60,601.20,38.56,250,3771393
2507,AURDIS-SM,"AURANGABAD DISTILLERY",188.10,130.60,17.43,0.00,2.78,376.00,130.60,130.46,220,4803073
2508,EXIDEIND,"EXIDE INDUSTRIES",398.04,401.00,9.84,0.78,2.77,534.40,328.00,51.85,250,173057
2509,NEPTUNE-SM,"NEPTUNE PETROCHEMICALS L",148.24,158.00,12.94,0.00,2.77,186.00,126.30,40.27,90,193918209
2510,VIAZ-ST,"VIAZ TYRES",66.55,77.00,11.76,0.00,2.77,99.55,49.30,75.51,167,3667201
2511,REXPIPES-ST,"REX PIPES AND CABLES",94.96,159.00,10.02,0.00,2.77,171.00,57.00,120.04,181,1359873
2512,SHUBHSHREE-SM,"SHUBHSHREE BIOFUELS ENE L",364.88,435.00,10.81,0.00,2.77,494.95,215.00,76.72,235,6461441
2513,PSUBNKBEES,"NIP IND ETF PSU BANK BEES",74.33,85.87,6.63,0.83,2.77,86.13,61.54,33.08,250,3848193
2514,MON100,"MOTILAL OS NASDAQ100 ETF",191.22,239.00,10.08,0.37,2.77,258.80,159.30,52.03,250,5821185
2515,COMMITTED-ST,"COMMITTED CARGO CARE",180.24,226.10,14.94,0.00,2.76,274.05,48.50,125.14,192,4996097
2516,WINSOME-BZ,"WINSOME YARNS",2.42,1.90,4.50,0.00,2.76,3.95,1.58,97.84,249,3777793
2517,HDFCQUAL,"HDFCAMC - HDFCQUAL",56.80,58.55,10.49,0.57,2.76,66.28,49.53,29.49,250,2881281
2518,AGARWALFT-SM,"AGARWAL FLOAT GLASS I",61.45,64.50,10.16,0.00,2.76,92.00,42.05,81.29,209,3651329
2519,SABAR-ST,"SABAR FLEX INDIA",9.16,5.45,18.26,0.00,2.76,19.20,3.80,168.13,219,2812161
2520,SLONE-SM,"SLONE INFOSYSTEMS",284.42,315.00,10.53,0.00,2.75,476.00,149.50,114.79,223,6064385
2521,VEDL,"VEDANTA",432.83,480.80,9.70,0.85,2.75,508.25,350.10,36.54,250,784129
2522,UPL,"UPL",622.87,680.50,8.40,0.93,2.74,741.00,483.75,41.30,250,2889473
2523,EXCELLENT-SM,"EXCELLENT WIRES N PACK L",56.11,48.00,20.80,0.00,2.74,76.00,42.00,60.59,127,6482945
2524,CHOICEIN,"CHOICE INTERNATIONAL",618.94,794.50,7.68,0.75,2.73,836.80,438.45,64.36,250,2269697
2525,VSTIND,"VST INDUSTRIES",298.20,259.30,12.06,0.56,2.73,384.50,242.05,47.77,250,953345
2526,GOLDCASE,"ZERODHA GOLD ETF",14.43,19.10,15.83,0.73,2.73,20.00,11.25,60.65,250,5862657
2527,GNFC,"GUJ NAR VAL FER & CHEM L",526.90,497.30,13.35,0.81,2.73,642.65,433.95,39.61,250,300545
2528,AUTOAXLES,"AUTOMOTIVE AXLES",1748.63,1722.00,7.96,0.65,2.73,1982.20,1520.00,26.43,250,71169
2529,PSRAJ-ST,"P S RAJ STEELS",157.05,271.00,14.39,0.00,2.73,271.00,122.85,94.33,130,7594241
2530,TECH,"BIRLASLAMC - TECH",41.06,37.92,7.40,0.76,2.72,49.77,33.41,39.84,250,1654273
2531,M&MFIN,"M&M FIN. SERVICES",261.42,281.40,6.56,0.91,2.72,292.00,225.90,25.29,250,3400961
2532,TATACOMM,"TATA COMMUNICATIONS",1662.10,1857.20,13.26,0.96,2.72,1993.70,1291.00,42.28,250,952577
2533,METALIETF,"ICICIPRAMC - METALIETF",9.11,10.35,14.05,0.96,2.72,10.60,7.35,35.66,250,6364417
2534,YCCL-SM,"YASONS CHEMEX CARE",15.68,12.85,13.17,0.00,2.72,23.50,11.75,74.92,207,4512513
2535,ADANIPORTS,"ADANI PORT & SEZ",1288.23,1409.90,14.81,0.82,2.72,1494.00,995.65,38.69,250,3861249
2536,MAKEINDIA,"MIRAEAMC - MAMFGETF",141.19,152.98,19.58,0.38,2.71,156.90,119.50,26.49,250,2042625
2537,ITBEES,"NIP IND ETF IT",42.04,38.75,10.56,0.79,2.71,49.76,33.63,38.37,250,4885505
2538,TARAPUR,"TARAPUR TRANSFORMERS",30.77,31.85,10.53,0.00,2.70,50.85,21.50,95.40,250,4819713
2539,CHEVIOT,"CHEVIOT COMPANY",1172.06,1152.00,17.13,0.80,2.70,1443.50,974.75,39.99,250,2529025
2540,MARINETRAN-SM,"MARINETRANS INDIA",20.19,15.40,28.46,0.00,2.70,34.00,13.80,100.07,110,5224961
2541,JIWANRAM-SM,"JIWANRAM SHEODUTTRA IND L",10.52,7.20,21.43,0.00,2.69,18.25,6.00,116.48,197,4750849
2542,GSMFOILS-ST,"GSM FOILS",146.73,221.10,10.39,0.00,2.69,255.15,74.10,123.39,242,6116097
2543,SOUTHBANK,"THE SOUTH INDIAN BANK",26.77,34.29,10.84,0.59,2.69,34.44,22.27,45.47,250,1522689
2544,MUTHOOTFIN,"MUTHOOT FINANCE",2342.78,3165.00,13.85,0.85,2.69,3274.10,1756.05,64.80,250,6054401
2545,BEL,"BHARAT ELECTRONICS",331.86,412.15,10.75,0.88,2.69,436.00,240.25,58.99,250,98049
2546,MOMENTUM,"BIRLASLAMC - MOMENTUM",31.37,31.50,10.48,0.71,2.69,38.27,25.75,39.91,250,2737409
2547,CANBK,"CANARA BANK",100.69,127.40,7.30,0.90,2.69,128.60,75.88,52.36,250,2763265
2548,HDFCAMC,"HDFC AMC",4603.05,5529.50,6.77,0.83,2.69,5927.50,3497.40,52.79,250,1086465
2549,M&M,"MAHINDRA & MAHINDRA",3052.24,3457.00,6.06,0.66,2.68,3723.80,2425.00,42.55,250,519937
2550,PULZ-SM,"PULZ ELECTRONICS",56.81,36.85,16.13,0.00,2.68,104.00,36.30,119.17,226,129793
2551,BPCL,"BHARAT PETROLEUM CORP  LT",303.56,338.40,6.69,0.65,2.67,358.65,234.01,41.06,250,134657
2552,HAPPSTMNDS,"HAPPIEST MINDS TECHNO",652.72,500.00,16.86,0.67,2.67,812.00,486.60,49.85,250,12289
2553,DEEPAKNTR,"DEEPAK NITRITE",2146.82,1792.00,11.98,0.63,2.67,3011.15,1733.90,59.49,250,5105409
2554,GMRAIRPORT,"GMR AIRPORTS",82.87,90.13,8.13,0.91,2.67,97.00,67.75,35.30,250,3463169
2555,RSSOFTWARE,"R. S. SOFTWARE (INDIA) LI",119.58,69.99,10.46,0.00,2.67,284.00,46.30,198.78,250,1645825
2556,MFSL,"MAX FINANCIAL SERV",1317.73,1584.00,10.20,1.05,2.66,1674.80,950.00,55.00,250,548353
2557,TATAELXSI,"TATA ELXSI",6148.77,5401.00,11.07,0.83,2.66,8027.00,4700.00,54.11,250,873217
2558,INDHOTEL,"THE INDIAN HOTELS CO.",769.58,734.05,10.24,0.75,2.66,894.90,649.00,31.95,250,387073
2559,LTTS,"L&T TECHNOLOGY SER.",4656.81,4309.20,7.62,0.80,2.66,5645.00,3951.30,36.37,250,4752385
2560,MEGAFLEX-SM,"MEGA FLEX PLASTICS",55.65,55.00,10.37,0.00,2.65,70.00,40.00,53.91,183,2808577
2561,HDFCLOWVOL,"HDFCAMC - HDFCLOWVOL",19.87,20.86,17.40,0.48,2.65,23.00,17.70,26.67,250,2956033
2562,VIJAYPD-ST,"VIJAYPD CEUTICAL",38.63,41.45,5.71,0.00,2.65,41.45,35.00,16.70,4,194591745
2563,PSUBANK,"KOTAK PSU BANK",666.68,770.20,8.19,0.85,2.64,773.49,552.00,33.22,250,3855617
2564,APOLLOTYRE,"APOLLO TYRES",465.60,487.20,8.13,0.95,2.64,557.00,370.90,39.97,250,41729
2565,KRISHIVAL-BE,"KRISHIVAL FOODS",332.25,469.50,10.29,0.00,2.64,492.00,211.00,84.58,185,193736705
2566,PATANJALI,"PATANJALI FOODS",597.98,589.00,13.87,0.72,2.63,670.30,523.30,24.58,250,4359425
2567,LUPIN,"LUPIN",2036.08,1959.90,8.95,0.83,2.63,2402.90,1795.20,29.85,250,2672641
2568,SYNGENE,"SYNGENE INTERNATIONAL",728.97,651.00,9.45,0.94,2.63,960.60,599.55,49.53,250,2622209
2569,TANKUP-ST,"TANKUP ENGINEERS",326.86,473.35,18.83,0.00,2.63,494.90,152.55,104.74,103,193622529
2570,NILKAMAL,"NILKAMAL",1720.72,1576.80,12.93,0.69,2.63,2069.05,1494.05,33.42,250,619777
2571,CROMPTON,"CROMPT GREA CON ELEC",352.16,287.90,9.36,0.98,2.62,446.65,283.15,46.43,250,4376065
2572,WALPAR-SM,"WALPAR NUTRITIONS",47.06,44.10,12.77,0.00,2.62,53.30,37.85,32.83,164,1283329
2573,YESBANK,"YES BANK",19.52,24.02,12.99,0.57,2.62,24.30,16.02,42.42,250,3050241
2574,DMART,"AVENUE SUPERMARTS",4040.81,4328.00,11.23,0.88,2.62,4949.50,3340.00,39.83,250,5097729
2575,PIIND,"PI INDUSTRIES",3808.25,3564.00,8.31,0.86,2.61,4715.00,2951.10,46.32,250,6191105
2576,QUADPRO-SM,"QUADPRO ITES",3.88,3.00,9.68,0.00,2.61,6.30,2.80,90.29,192,1502721
2577,MOM100,"MOTILAL OS MIDCAP100 ETF",59.84,63.09,8.57,0.84,2.61,66.01,50.30,26.25,250,5484289
2578,NIRAJISPAT,"NIRAJ ISPAT IND",402.42,277.65,17.65,0.00,2.61,612.50,229.29,95.23,89,4823041
2579,SRF,"SRF",2772.10,3005.10,8.14,0.80,2.61,3325.00,2126.85,43.22,250,837889
2580,C2C-ST,"C2C ADVANCED SYSTEMS",594.55,634.95,15.85,0.00,2.60,954.00,250.15,118.38,214,6982913
2581,BALKRISIND,"BALKRISHNA IND.",2621.07,2287.20,7.66,0.76,2.60,3080.20,2152.05,35.41,250,85761
2582,BAJAJHFL,"BAJAJ HOUSING FINANCE",121.39,110.05,11.46,0.55,2.60,157.90,103.10,45.14,250,6469121
2583,TVSMOTOR,"TVS MOTOR COMPANY ",2717.54,3486.40,11.16,0.78,2.60,3602.70,2171.40,52.67,250,2170625
2584,MOGOLD,"MOTILALAMC - MOGOLD",107.18,120.00,15.85,0.10,2.60,134.40,96.30,35.55,49,193994497
2585,PNB,"PUNJAB NATIONAL BANK",100.73,116.92,9.20,0.73,2.60,117.85,83.05,34.55,250,2730497
2586,ASHOKLEY,"ASHOK LEYLAND",116.13,137.65,9.71,0.76,2.60,144.50,95.95,41.81,250,54273
2587,NORBTEAEXP-BE,"NORBEN TEA &EXPORTS",33.50,50.97,10.05,0.00,2.59,54.80,13.53,123.19,249,2414337
2588,ASTRAL,"ASTRAL",1503.25,1423.10,7.33,0.57,2.59,1917.55,1232.30,45.58,250,3691009
2589,GAIL,"GAIL (INDIA)",182.22,178.77,7.15,0.85,2.59,225.96,150.52,41.40,250,1207553
